Food Name,Category,Calories (per 100g),Carbs (g),Fiber (g),Protein (g),Fat (g),GI Score,Diabetic-friendly (Yes/No),Common Dishes
Hilsa Fish (Ilish),Fish,326,12.6,1.5,36.6,26.5,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,404,42.0,10.6,24.4,49.1,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,184,14.8,11.2,38.7,19.4,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,189,49.0,9.3,31.2,1.3,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,228,54.3,2.7,22.3,24.8,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,539,33.3,10.3,22.2,26.0,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,59,49.7,1.3,8.0,28.3,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,202,51.5,8.0,12.5,24.2,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,547,64.2,9.9,10.8,17.4,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,202,27.7,6.9,15.2,6.9,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,330,5.4,5.8,24.7,41.5,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,481,65.6,6.6,30.4,37.5,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,484,63.7,2.7,13.3,37.4,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,27,49.7,3.8,33.1,36.7,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,596,54.6,0.8,14.4,7.6,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,190,67.8,0.4,0.6,43.1,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,550,17.9,11.3,16.6,19.0,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,164,49.4,7.7,10.3,14.3,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,134,33.7,1.9,14.4,35.1,High,No,Hilsa dish
Hilsa Fish (Ilish),Fish,501,27.9,9.0,3.7,34.5,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,138,16.5,10.6,7.6,5.2,Low,Yes,Hilsa dish
Hilsa Fish (Ilish),Fish,586,24.5,5.3,32.3,25.7,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,402,54.8,3.3,3.0,28.6,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,417,3.5,11.2,36.7,32.2,Medium,No,Hilsa dish
Hilsa Fish (Ilish),Fish,59,7.7,3.9,16.7,16.7,High,No,Hilsa dish
Rohu Fish (Rui),Fish,518,25.1,13.4,14.5,19.8,High,No,Rohu dish
Rohu Fish (Rui),Fish,439,25.0,7.7,16.7,36.5,High,No,Rohu dish
Rohu Fish (Rui),Fish,482,55.9,5.6,2.9,44.5,High,No,Rohu dish
Rohu Fish (Rui),Fish,296,39.8,2.4,21.4,24.5,High,No,Rohu dish
Rohu Fish (Rui),Fish,385,38.8,3.1,12.6,15.4,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,89,31.9,13.9,39.4,45.3,High,No,Rohu dish
Rohu Fish (Rui),Fish,459,6.4,2.9,5.0,13.6,High,No,Rohu dish
Rohu Fish (Rui),Fish,250,11.3,7.3,34.3,34.6,High,No,Rohu dish
Rohu Fish (Rui),Fish,416,20.3,11.0,34.4,32.8,High,No,Rohu dish
Rohu Fish (Rui),Fish,589,61.6,1.4,8.1,34.9,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,343,68.2,5.0,21.6,40.5,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,89,21.8,7.0,13.5,6.3,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,500,2.8,11.5,1.6,9.7,High,No,Rohu dish
Rohu Fish (Rui),Fish,109,2.1,4.0,24.9,42.6,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,375,58.9,0.6,25.7,8.5,High,No,Rohu dish
Rohu Fish (Rui),Fish,257,6.1,12.4,27.8,37.4,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,544,17.1,1.4,38.5,11.3,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,507,43.1,6.6,38.1,3.1,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,362,59.3,12.4,19.5,46.4,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,116,9.5,14.5,15.3,8.5,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,571,9.9,5.8,14.4,2.4,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,77,55.3,7.3,31.1,26.3,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,594,32.1,2.2,35.1,36.9,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,511,16.2,13.0,19.8,41.2,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,326,59.1,9.9,12.6,12.0,High,No,Rohu dish
Rohu Fish (Rui),Fish,66,68.6,10.9,31.1,30.2,High,No,Rohu dish
Rohu Fish (Rui),Fish,217,66.1,2.7,13.5,24.1,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,249,44.4,0.6,31.0,36.9,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,397,4.7,8.8,3.8,23.1,High,No,Rohu dish
Rohu Fish (Rui),Fish,233,15.4,3.3,18.7,5.4,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,512,63.0,14.5,32.4,5.9,High,No,Rohu dish
Rohu Fish (Rui),Fish,133,59.7,2.7,18.5,21.8,High,No,Rohu dish
Rohu Fish (Rui),Fish,440,68.7,4.3,32.6,0.9,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,480,20.7,2.3,26.3,31.4,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,272,66.9,11.4,9.6,15.4,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,360,50.8,14.6,17.4,34.4,High,No,Rohu dish
Rohu Fish (Rui),Fish,458,59.2,7.5,24.7,19.5,High,No,Rohu dish
Rohu Fish (Rui),Fish,509,37.5,6.3,33.0,43.0,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,281,36.7,14.1,33.2,15.6,High,No,Rohu dish
Rohu Fish (Rui),Fish,401,58.3,1.9,37.9,29.7,High,No,Rohu dish
Rohu Fish (Rui),Fish,300,15.8,12.7,25.8,22.1,High,No,Rohu dish
Rohu Fish (Rui),Fish,188,23.3,9.7,22.5,49.9,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,527,52.9,10.1,16.4,41.8,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,219,57.6,8.0,37.0,16.9,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,407,16.9,7.1,37.7,16.4,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,132,9.5,1.9,22.6,36.0,High,No,Rohu dish
Rohu Fish (Rui),Fish,167,53.8,5.5,12.1,43.5,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,67,30.6,6.5,33.3,3.4,Medium,No,Rohu dish
Rohu Fish (Rui),Fish,126,48.3,3.5,35.7,49.1,Low,Yes,Rohu dish
Rohu Fish (Rui),Fish,572,58.9,11.0,8.5,15.9,Medium,No,Rohu dish
Tilapia,Fish,359,67.2,14.8,22.2,30.5,Medium,No,Tilapia dish
Tilapia,Fish,49,56.1,5.7,24.9,13.5,High,No,Tilapia dish
Tilapia,Fish,99,62.8,8.4,12.0,25.7,Medium,No,Tilapia dish
Tilapia,Fish,102,11.1,1.5,24.4,33.7,Low,Yes,Tilapia dish
Tilapia,Fish,594,69.4,3.8,7.7,26.4,High,No,Tilapia dish
Tilapia,Fish,165,19.2,3.4,27.1,31.6,Medium,No,Tilapia dish
Tilapia,Fish,376,28.9,6.6,9.7,9.3,High,No,Tilapia dish
Tilapia,Fish,520,10.6,1.1,11.1,2.1,Low,Yes,Tilapia dish
Tilapia,Fish,403,44.8,6.1,33.8,43.7,Medium,No,Tilapia dish
Tilapia,Fish,194,52.9,9.5,31.1,17.1,Medium,No,Tilapia dish
Tilapia,Fish,577,55.3,11.8,2.5,2.4,Low,Yes,Tilapia dish
Tilapia,Fish,300,18.0,13.0,6.7,28.0,Medium,No,Tilapia dish
Tilapia,Fish,446,37.9,12.8,37.5,46.8,High,No,Tilapia dish
Tilapia,Fish,477,61.4,12.6,33.5,36.9,Medium,No,Tilapia dish
Tilapia,Fish,526,35.6,8.2,39.2,5.7,High,No,Tilapia dish
Tilapia,Fish,180,36.4,13.9,38.7,6.8,High,No,Tilapia dish
Tilapia,Fish,505,69.3,12.3,31.2,18.2,High,No,Tilapia dish
Tilapia,Fish,387,62.1,1.0,14.4,36.0,Medium,No,Tilapia dish
Tilapia,Fish,543,63.6,14.8,38.3,38.4,Medium,No,Tilapia dish
Tilapia,Fish,457,2.7,14.0,33.8,7.6,High,No,Tilapia dish
Tilapia,Fish,65,56.9,6.5,7.5,30.3,Medium,No,Tilapia dish
Tilapia,Fish,575,68.2,14.6,6.6,29.5,Low,Yes,Tilapia dish
Tilapia,Fish,268,36.4,9.3,8.8,36.8,Low,Yes,Tilapia dish
Tilapia,Fish,469,32.4,1.9,23.9,16.7,Low,Yes,Tilapia dish
Tilapia,Fish,366,6.5,6.1,5.1,47.8,High,No,Tilapia dish
Tilapia,Fish,463,57.2,6.8,19.7,1.3,Medium,No,Tilapia dish
Tilapia,Fish,155,31.2,11.5,20.9,8.8,Medium,No,Tilapia dish
Tilapia,Fish,453,52.8,2.1,31.8,8.2,High,No,Tilapia dish
Tilapia,Fish,52,3.5,9.0,26.9,49.4,Low,Yes,Tilapia dish
Tilapia,Fish,59,68.0,7.4,36.8,49.5,High,No,Tilapia dish
Tilapia,Fish,572,69.4,1.0,18.7,37.0,High,No,Tilapia dish
Tilapia,Fish,376,27.7,2.3,30.5,7.6,High,No,Tilapia dish
Tilapia,Fish,414,15.2,6.2,19.7,10.8,High,No,Tilapia dish
Tilapia,Fish,234,55.5,14.3,18.8,37.1,High,No,Tilapia dish
Tilapia,Fish,577,55.2,6.5,16.6,35.7,High,No,Tilapia dish
Tilapia,Fish,488,48.8,6.4,38.3,35.9,Medium,No,Tilapia dish
Tilapia,Fish,558,67.0,2.9,20.3,11.3,Medium,No,Tilapia dish
Tilapia,Fish,522,21.6,10.1,3.8,38.5,Low,Yes,Tilapia dish
Tilapia,Fish,139,4.2,3.1,37.7,45.7,High,No,Tilapia dish
Tilapia,Fish,159,28.0,10.2,14.3,3.5,High,No,Tilapia dish
Tilapia,Fish,500,58.8,14.2,18.7,35.5,Low,Yes,Tilapia dish
Tilapia,Fish,522,69.0,14.0,11.0,19.0,High,No,Tilapia dish
Tilapia,Fish,464,46.5,3.3,12.5,44.7,High,No,Tilapia dish
Tilapia,Fish,440,60.4,1.0,19.9,25.2,High,No,Tilapia dish
Tilapia,Fish,469,2.6,10.2,32.5,2.7,High,No,Tilapia dish
Tilapia,Fish,443,13.0,1.7,18.4,9.3,Medium,No,Tilapia dish
Tilapia,Fish,207,36.0,14.2,7.3,17.7,High,No,Tilapia dish
Tilapia,Fish,374,1.7,11.5,10.0,26.2,Low,Yes,Tilapia dish
Tilapia,Fish,25,15.7,9.3,23.9,14.8,Medium,No,Tilapia dish
Tilapia,Fish,513,64.8,4.9,1.4,47.3,Low,Yes,Tilapia dish
Catfish (Magur),Fish,258,6.7,1.0,20.5,22.4,Medium,No,Catfish dish
Catfish (Magur),Fish,317,67.2,5.2,3.6,48.7,High,No,Catfish dish
Catfish (Magur),Fish,164,61.1,10.2,38.2,8.3,Medium,No,Catfish dish
Catfish (Magur),Fish,535,17.3,5.2,11.2,30.8,Low,Yes,Catfish dish
Catfish (Magur),Fish,11,43.6,11.9,10.6,23.4,Medium,No,Catfish dish
Catfish (Magur),Fish,507,17.2,10.6,18.5,19.8,Medium,No,Catfish dish
Catfish (Magur),Fish,288,7.7,0.6,8.5,39.7,Medium,No,Catfish dish
Catfish (Magur),Fish,482,43.9,4.1,22.9,45.3,Low,Yes,Catfish dish
Catfish (Magur),Fish,153,46.9,7.9,11.2,5.7,Low,Yes,Catfish dish
Catfish (Magur),Fish,542,5.9,0.5,35.5,5.0,High,No,Catfish dish
Catfish (Magur),Fish,485,65.5,6.3,3.1,23.6,Medium,No,Catfish dish
Catfish (Magur),Fish,101,68.9,10.1,7.4,26.9,High,No,Catfish dish
Catfish (Magur),Fish,591,39.7,5.1,28.4,32.7,High,No,Catfish dish
Catfish (Magur),Fish,338,15.3,7.0,32.1,6.8,High,No,Catfish dish
Catfish (Magur),Fish,59,17.2,9.9,4.7,13.9,Low,Yes,Catfish dish
Catfish (Magur),Fish,381,39.8,9.6,25.6,24.8,Low,Yes,Catfish dish
Catfish (Magur),Fish,453,19.2,10.1,11.7,2.2,High,No,Catfish dish
Catfish (Magur),Fish,385,23.3,2.7,30.5,24.9,Low,Yes,Catfish dish
Catfish (Magur),Fish,126,63.4,4.0,4.2,40.8,Medium,No,Catfish dish
Catfish (Magur),Fish,318,42.7,14.7,17.5,6.4,Medium,No,Catfish dish
Catfish (Magur),Fish,217,39.7,0.8,20.5,7.1,Low,Yes,Catfish dish
Catfish (Magur),Fish,333,64.6,6.0,23.8,46.6,Medium,No,Catfish dish
Catfish (Magur),Fish,154,69.0,1.5,15.0,39.3,Low,Yes,Catfish dish
Catfish (Magur),Fish,480,26.5,8.9,9.7,26.6,High,No,Catfish dish
Catfish (Magur),Fish,446,1.6,9.3,35.1,3.1,Medium,No,Catfish dish
Catfish (Magur),Fish,83,50.8,11.5,9.7,32.5,High,No,Catfish dish
Catfish (Magur),Fish,437,16.5,4.4,13.8,17.1,Low,Yes,Catfish dish
Catfish (Magur),Fish,18,13.2,7.1,32.7,32.0,High,No,Catfish dish
Catfish (Magur),Fish,332,64.3,12.3,12.8,16.4,Medium,No,Catfish dish
Catfish (Magur),Fish,117,7.6,13.3,14.9,18.6,High,No,Catfish dish
Catfish (Magur),Fish,279,4.6,12.0,20.7,8.3,Low,Yes,Catfish dish
Catfish (Magur),Fish,381,51.8,1.4,20.4,31.0,High,No,Catfish dish
Catfish (Magur),Fish,11,21.1,14.5,32.3,44.7,High,No,Catfish dish
Catfish (Magur),Fish,127,8.6,14.6,18.3,26.5,High,No,Catfish dish
Catfish (Magur),Fish,164,59.0,14.6,28.4,33.2,High,No,Catfish dish
Catfish (Magur),Fish,81,32.8,5.8,13.1,38.5,Medium,No,Catfish dish
Catfish (Magur),Fish,223,45.1,13.7,27.2,14.3,High,No,Catfish dish
Catfish (Magur),Fish,377,40.5,12.7,5.8,4.5,High,No,Catfish dish
Catfish (Magur),Fish,345,19.6,12.6,22.3,36.4,Low,Yes,Catfish dish
Catfish (Magur),Fish,500,68.8,13.0,38.1,36.4,Low,Yes,Catfish dish
Catfish (Magur),Fish,269,32.3,14.3,12.0,27.5,Medium,No,Catfish dish
Catfish (Magur),Fish,362,46.1,8.2,32.1,5.7,Medium,No,Catfish dish
Catfish (Magur),Fish,518,39.9,13.6,6.3,14.3,High,No,Catfish dish
Catfish (Magur),Fish,586,26.4,10.1,32.8,22.6,High,No,Catfish dish
Catfish (Magur),Fish,121,12.2,1.5,16.1,20.3,Low,Yes,Catfish dish
Catfish (Magur),Fish,44,36.9,14.9,4.9,47.8,Low,Yes,Catfish dish
Catfish (Magur),Fish,435,4.4,6.8,23.1,28.4,Low,Yes,Catfish dish
Catfish (Magur),Fish,411,29.9,0.7,25.9,29.2,High,No,Catfish dish
Catfish (Magur),Fish,69,2.6,8.1,33.3,26.6,Medium,No,Catfish dish
Catfish (Magur),Fish,134,0.9,7.7,21.4,33.0,Low,Yes,Catfish dish
Sardines,Fish,594,15.4,13.2,37.6,45.7,Medium,No,Sardines dish
Sardines,Fish,300,25.5,5.0,12.7,41.0,Low,Yes,Sardines dish
Sardines,Fish,178,39.5,9.3,8.6,39.9,Low,Yes,Sardines dish
Sardines,Fish,148,60.8,14.6,5.4,35.1,High,No,Sardines dish
Sardines,Fish,90,4.1,11.9,7.5,29.9,High,No,Sardines dish
Sardines,Fish,24,19.1,2.7,8.2,21.0,Low,Yes,Sardines dish
Sardines,Fish,18,8.8,7.1,32.1,3.9,Low,Yes,Sardines dish
Sardines,Fish,195,27.4,14.4,16.2,14.7,Low,Yes,Sardines dish
Sardines,Fish,235,36.2,13.3,8.5,11.3,High,No,Sardines dish
Sardines,Fish,442,49.3,5.4,22.8,17.6,Low,Yes,Sardines dish
Sardines,Fish,403,12.0,9.0,10.4,15.3,Low,Yes,Sardines dish
Sardines,Fish,294,16.8,10.4,39.7,4.8,High,No,Sardines dish
Sardines,Fish,490,53.8,13.2,33.8,15.6,Medium,No,Sardines dish
Sardines,Fish,361,41.9,10.9,7.8,47.4,Medium,No,Sardines dish
Sardines,Fish,275,33.3,8.5,7.0,35.0,Low,Yes,Sardines dish
Sardines,Fish,460,26.3,1.2,32.9,15.7,Medium,No,Sardines dish
Sardines,Fish,563,32.1,13.5,23.8,31.4,High,No,Sardines dish
Sardines,Fish,493,58.3,1.5,5.7,31.9,High,No,Sardines dish
Sardines,Fish,436,66.2,2.0,16.6,9.1,Medium,No,Sardines dish
Sardines,Fish,150,22.7,8.6,19.3,10.9,Low,Yes,Sardines dish
Sardines,Fish,156,48.9,3.7,10.8,36.8,Medium,No,Sardines dish
Sardines,Fish,174,18.6,6.6,3.3,37.4,High,No,Sardines dish
Sardines,Fish,526,41.2,13.0,23.8,37.9,Low,Yes,Sardines dish
Sardines,Fish,390,43.1,6.0,8.0,22.1,Low,Yes,Sardines dish
Sardines,Fish,273,31.5,12.2,0.7,0.7,Medium,No,Sardines dish
Sardines,Fish,388,60.8,8.5,32.4,29.8,Medium,No,Sardines dish
Sardines,Fish,490,41.2,9.2,17.6,4.9,Low,Yes,Sardines dish
Sardines,Fish,506,46.8,10.2,6.5,12.2,Medium,No,Sardines dish
Sardines,Fish,393,66.8,9.8,16.3,3.4,Low,Yes,Sardines dish
Sardines,Fish,417,9.9,9.8,35.0,17.2,Low,Yes,Sardines dish
Sardines,Fish,242,41.6,3.2,19.6,20.4,Low,Yes,Sardines dish
Sardines,Fish,20,3.2,2.5,30.8,4.3,High,No,Sardines dish
Sardines,Fish,23,8.3,11.8,22.1,17.3,Low,Yes,Sardines dish
Sardines,Fish,304,31.1,10.8,39.8,49.5,Low,Yes,Sardines dish
Sardines,Fish,443,29.9,6.0,0.6,48.5,Low,Yes,Sardines dish
Sardines,Fish,337,41.8,9.8,3.1,14.8,High,No,Sardines dish
Sardines,Fish,37,19.3,4.6,32.2,22.8,High,No,Sardines dish
Sardines,Fish,269,51.2,6.4,28.6,9.0,High,No,Sardines dish
Sardines,Fish,594,5.4,11.2,2.6,14.4,Low,Yes,Sardines dish
Sardines,Fish,525,4.0,4.2,36.0,18.8,Low,Yes,Sardines dish
Sardines,Fish,208,13.4,8.5,37.0,5.4,Low,Yes,Sardines dish
Sardines,Fish,339,58.9,7.9,35.0,14.8,Low,Yes,Sardines dish
Sardines,Fish,307,40.9,10.3,27.9,11.9,High,No,Sardines dish
Sardines,Fish,479,37.8,8.3,19.9,27.2,High,No,Sardines dish
Sardines,Fish,500,58.2,1.6,17.9,1.6,Low,Yes,Sardines dish
Sardines,Fish,38,41.2,4.7,4.7,30.0,High,No,Sardines dish
Sardines,Fish,470,49.6,13.8,13.5,23.0,High,No,Sardines dish
Sardines,Fish,537,4.1,12.7,28.5,11.5,Medium,No,Sardines dish
Sardines,Fish,548,60.3,8.5,12.4,17.9,Low,Yes,Sardines dish
Sardines,Fish,353,10.1,4.3,17.5,30.2,Medium,No,Sardines dish
Salmon,Fish,82,64.3,8.7,8.4,34.4,High,No,Salmon dish
Salmon,Fish,465,22.0,10.6,33.5,24.6,Medium,No,Salmon dish
Salmon,Fish,123,66.5,7.4,16.5,43.8,Medium,No,Salmon dish
Salmon,Fish,363,44.9,10.9,8.6,16.5,Low,Yes,Salmon dish
Salmon,Fish,470,64.1,6.2,25.2,3.6,Low,Yes,Salmon dish
Salmon,Fish,173,26.4,9.0,29.3,15.4,High,No,Salmon dish
Salmon,Fish,101,43.4,1.3,12.5,44.7,High,No,Salmon dish
Salmon,Fish,467,17.0,11.4,9.4,17.7,Medium,No,Salmon dish
Salmon,Fish,511,65.1,3.8,31.0,20.5,Medium,No,Salmon dish
Salmon,Fish,515,34.5,12.3,35.5,9.0,Medium,No,Salmon dish
Salmon,Fish,80,2.2,11.1,27.1,41.6,Medium,No,Salmon dish
Salmon,Fish,385,69.7,2.6,33.2,3.4,Low,Yes,Salmon dish
Salmon,Fish,39,15.3,10.6,33.4,8.7,Low,Yes,Salmon dish
Salmon,Fish,271,7.3,7.6,32.4,21.0,High,No,Salmon dish
Salmon,Fish,46,39.1,10.4,13.5,12.7,Medium,No,Salmon dish
Salmon,Fish,321,49.0,5.7,24.8,50.0,Low,Yes,Salmon dish
Salmon,Fish,572,24.8,10.8,26.1,18.7,High,No,Salmon dish
Salmon,Fish,560,46.2,11.9,34.5,29.2,Low,Yes,Salmon dish
Salmon,Fish,121,69.7,8.7,26.3,36.8,Low,Yes,Salmon dish
Salmon,Fish,31,65.6,9.6,17.9,30.1,High,No,Salmon dish
Salmon,Fish,248,48.8,1.5,25.0,32.0,Medium,No,Salmon dish
Salmon,Fish,36,62.8,12.6,18.7,35.7,Low,Yes,Salmon dish
Salmon,Fish,26,34.4,10.8,33.4,36.2,High,No,Salmon dish
Salmon,Fish,274,15.5,6.1,4.1,16.2,Medium,No,Salmon dish
Salmon,Fish,331,54.7,14.5,20.4,38.1,Medium,No,Salmon dish
Salmon,Fish,90,27.5,13.7,27.0,41.7,Low,Yes,Salmon dish
Salmon,Fish,444,41.7,5.5,15.9,11.3,Low,Yes,Salmon dish
Salmon,Fish,15,38.7,5.1,24.1,1.3,Medium,No,Salmon dish
Salmon,Fish,294,19.7,2.3,23.0,27.1,Low,Yes,Salmon dish
Salmon,Fish,276,22.0,9.4,34.4,1.0,Low,Yes,Salmon dish
Salmon,Fish,400,51.5,13.7,20.5,18.3,High,No,Salmon dish
Salmon,Fish,402,50.8,3.1,35.8,12.3,Medium,No,Salmon dish
Salmon,Fish,235,56.4,6.0,5.5,34.9,Low,Yes,Salmon dish
Salmon,Fish,413,9.2,2.3,7.8,31.4,Medium,No,Salmon dish
Salmon,Fish,364,59.5,1.0,37.3,48.6,High,No,Salmon dish
Salmon,Fish,457,34.3,13.5,38.0,47.2,High,No,Salmon dish
Salmon,Fish,62,60.9,1.9,14.5,41.0,Low,Yes,Salmon dish
Salmon,Fish,472,53.8,13.0,21.4,11.8,High,No,Salmon dish
Salmon,Fish,469,49.2,11.7,10.9,7.5,Medium,No,Salmon dish
Salmon,Fish,478,5.5,8.1,32.8,48.7,Low,Yes,Salmon dish
Salmon,Fish,78,16.6,13.3,25.3,48.9,Medium,No,Salmon dish
Salmon,Fish,304,8.0,0.7,29.6,41.3,Low,Yes,Salmon dish
Salmon,Fish,213,10.4,11.8,24.4,10.2,Low,Yes,Salmon dish
Salmon,Fish,293,50.2,5.3,8.6,46.9,Low,Yes,Salmon dish
Salmon,Fish,135,11.3,0.5,9.7,27.1,Medium,No,Salmon dish
Salmon,Fish,179,50.5,13.8,24.9,24.2,Medium,No,Salmon dish
Salmon,Fish,124,30.9,3.5,39.2,41.3,Medium,No,Salmon dish
Salmon,Fish,297,21.9,4.1,25.7,13.7,High,No,Salmon dish
Salmon,Fish,410,45.3,3.9,15.6,19.5,High,No,Salmon dish
Salmon,Fish,539,17.9,10.9,0.8,24.0,Medium,No,Salmon dish
Chicken Breast (Murgir Chaati),Poultry,568,58.1,2.4,5.6,2.2,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,139,64.0,5.5,18.0,33.5,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,175,9.4,8.6,17.0,10.9,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,562,57.2,9.0,37.4,32.8,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,161,68.7,10.3,24.5,21.1,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,32,48.1,9.6,15.3,46.4,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,274,22.1,9.6,26.1,11.2,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,496,52.5,12.0,37.4,4.2,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,161,43.0,13.2,15.9,44.9,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,147,25.4,0.1,15.0,14.0,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,374,18.5,4.2,14.3,15.6,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,270,59.1,3.0,15.4,45.4,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,124,62.0,9.8,22.4,27.3,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,141,15.7,11.5,25.6,28.6,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,174,67.0,12.4,20.3,19.1,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,264,13.5,5.2,19.0,5.8,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,272,33.7,2.4,7.9,9.1,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,118,8.8,1.7,14.2,13.7,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,238,9.2,13.4,32.6,27.9,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,450,24.1,1.2,4.5,11.3,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,143,32.5,7.1,18.3,41.6,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,560,43.3,13.7,11.9,5.5,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,527,26.2,13.3,0.5,48.9,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,228,27.5,10.7,0.5,49.1,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,548,49.9,0.7,7.5,46.2,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,442,37.5,8.0,26.1,11.2,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,80,38.8,12.5,30.8,11.4,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,479,33.7,13.3,19.5,8.4,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,127,9.4,13.1,4.1,18.1,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,286,24.6,4.1,40.0,0.8,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,154,63.0,6.3,33.4,39.3,Medium,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,118,31.9,4.9,28.1,8.6,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,226,31.1,6.9,19.5,14.9,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,340,41.9,12.8,9.1,0.3,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,304,55.6,7.8,17.4,38.7,High,No,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,127,30.1,7.7,34.7,4.5,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,207,3.0,1.5,22.0,9.0,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,84,17.9,5.7,39.2,29.9,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,409,12.3,3.2,19.3,41.5,Low,Yes,Chicken dish
Chicken Breast (Murgir Chaati),Poultry,559,30.8,1.5,32.0,35.9,Medium,No,Chicken dish
